src,tgt
CCCCC/C=C\C/C=C\C/C=C\CC=CCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CC(CCCN)Nc1ccnc2cc(Cl)ccc12
COCCc1ccc(OCC(O)CNC(C)C)cc1,COCC(O)c1ccc(OCC(O)CNC(C)C)cc1
CC(C)CCC[C@@H](C)[C@H]1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,CC(C)CCC[C@@H](C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O
CC(=O)N[C@@H]1[C@H](N)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1[C@H](NC(=O)C[C@H]([NH3+])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O,CCC(C)C(N)C(=O)OC1C(O)C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC1n1cnc2c(N)ncnc21
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
CC(=O)N[C@@H](CO)[C@@H](C)O,C[C@@H](O)[C@@H]([NH3+])CO
CCC(C)C(=O)C(=O)O,CCC(C)C(N)C(=O)O
N=C(N)N,NC(N)=NO
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCn1c(=O)c2c(nc(/C=C/c3ccc(O)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(/C=C/c3ccc(OS(=O)(=O)[O-])c(OC)c3)n2C)n(CC)c1=O
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,NC(CC(=O)c1cc(O)ccc1NC=O)C(=O)O
[NH3+]CCc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,[NH3+]CCc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]12
CC(C(=O)O)c1ccc2cc(O)ccc2c1,CC(C(=O)O)c1ccc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1
CC1CNC(=O)NC1=O,CC(CNC(N)=O)C(=O)O
O=C([O-])CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SC[C@@H]3N=C([O-])N[C@H]23)[C@@H](O)[C@H]1O
[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],[NH3+]CCc1ccc(O)cc1
CC(CCC(=O)O)C1CCC2C3CCC4CCCCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3CCC4CCCCC4(C)C3CC(=O)C12C
O=P(O)(O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O,O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O
Cc1c2[nH]c(c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])C2,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])Cc1[nH]c(c(C)c1C=C)C2
CNC,C[C+](C)[O-]
OC1C=CC(Br)=CC1O,Oc1ccc(Br)cc1O
C[C@]12CCC3C4=CC(=O)C(=O)C=C4CCC3C1CCC2=O,C[C@]12CCC3c4c(cc([O-])c(O)c4SC[C@@H](N=C(O)CC[C@@H](N)C(=O)O)C(O)=NCC(=O)O)CCC3C1CCC2=O
CC(=O)N[C@@H](C)C(=O)O,CC([O-])O
CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)[O-],CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21
CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=C1CCC2=CC(=O)C(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)=CC2N1,N[C@@H](CCC(=O)N[C@@H](CSC1=C2CCC(=O)NC2C=C(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1O)C(=O)NCC(=O)O)C(=O)O
O=C(O)/C=C\C(=O)CC(=O)O,O=C1C=CC(C(F)C(=O)O)O1
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
Nc1ccn([C@H]2C[C@H](O)[C@H](COP(=O)([O-])[O-])O2)c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1
c1ccc2c(c1)O2,N[C@@H](CCC(=O)N[C@@H](CSC1C=CC=CC1O)C(=O)NCC(=O)O)C(=O)O
[H]/N=C(\O)C[C@H](N)C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
CC([O-])=N[C@@H](CO)C(O)=N[C@H](CC(=O)O)C(O)=N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)O
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CC[C@H]2O
CCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCC(=O)O[C@@H]1CC[C@]2(C)C(=CCC3C2CC[C@]2(C)C3CCC2[C@@H](C)CCCC(C)C)C1
O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@H](CO)O1,O=P([O-])([O-])OC[C@@H]1OC(O)C[C@@H]1O
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCCCCC/C=C\CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(C)CCCC(C)CC[C@@H](O)[C@H](C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CC(C)CCCC(C)CCC(=O)[C@H](C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
NCC([O-])=NC1O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]1O,O=P(O)(O)OC[C@@H]1OC(N=C([O-])CN=C[O-])[C@@H](O)[C@H]1O
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)NCC(O)c1ccc(OS(=O)(=O)O)c(CO)c1
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/C(CCC(=O)O)C(C)(CC(N)=O)C(C)(C5N=C1C(C)(CCC(=O)O)C5CC(=O)O)N4[Co])C(C)(CC(N)=O)C3CCC(=O)O)C(C)(C)C2CCC(=O)O,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/C(CCC(=O)O)C(C)(CC(N)=O)C(C)(C5N=C1C(C)(CCC(=O)O)C5CC(=O)O)N4[Co]CC1OC(n4cnc5c(N)ncnc54)C(O)C1O)C(C)(CC(N)=O)C3CCC(=O)O)C(C)(C)C2CCC(=O)O
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)O2,Cc1c(C)c2c(c(C)c1[O-])CC[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C(=O)O)O2
CCCCC/C=C\C/C=C\C=C\C=C\[C@@H]1O[C@H]1CCCC(=O)[O-],CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-]
C[C@H]1CNCCc2ccc(Cl)cc21,CC1CN(S(=O)(=O)O)CCc2ccc(Cl)cc21
COC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C,COC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,C1=CC2OC2c2cc3ccc4cccc5c6ccccc6c(c21)c3c45
O=C(O)/C=C(/CC(=O)O)C(=O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O
COc1cc(CC=O)ccc1O,COc1cc(CC(=O)O)ccc1[O-]
CCCCCCCCCCCCC(=O)SCCNC(O)CCNC(O)C(O)C(C)(C)COP(C)(=O)OP(C)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(C)(C)=O,CCCCCCCCCCC=CC(=O)SCCNC(O)CCNC(O)C(O)C(C)(C)COP(C)(=O)OP(C)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(C)(C)=O
[NH3+][C@@H](CCC(=O)N[C@@H](CSN=O)C(=O)NCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)N[C@@H](CSNO)C(=O)NCC(=O)[O-])C(=O)[O-]
O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,O=CC(O)COP(=O)([O-])[O-]
CCC=CC[C@H](O)C=CC=CC=CC=CC1OC1CC=CCCC(=O)[O-],CCC=CC[C@H](O)[C@H](O)C=CC=CC=CC=C[C@@H](O)CC=CCCC(=O)[O-]
O=C1CC=CCC1,O=C1C=CCCC1
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]6(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O6)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@H](O)[C@H](O[C@]9(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC(=O)CC[C@H](NC(=O)c1ccc(N(C=O)C[C@@H]2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)[O-],CC(=O)CC[C@H](NC(=O)c1ccc(N2C=[N+]3c4c(nc(N)[nH]c4=O)NC[C@H]3C2)cc1)C(=O)[O-]
CCCCCCCC/C=C\CCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\C/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
N[C@@H](CSC1=CC(C[C@@H](N)C(=O)O)=CC(=O)C1=O)C(=O)O,N[C@H](CC1=CC(=O)C2=N[C@@H](C(=O)O)CSC2=C1)C(=O)[O-]
C/C=C\OCC(COP(=O)(O)OCCN)OC(C)=O,C/C=C/OCC(COP(=O)(O)O)OC(C)=O
Nc1nc(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,O=c1[nH]c(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
CCCCCC(=O)SC,CCCCCC(=O)CC(=O)SC
CC(C)=CCC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,CC(C)=CCC/C(C)=C/CC12OC1(C)C(=O)c1ccccc1C2=O
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(O)c1O,COC1=CC([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)=CC(=O)C1=O
CCC(O)CC,CCC(=O)CC
C[C@H]([NH3+])C(=O)[O-],C[C@@H]([NH3+])C(=O)[O-]
O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,O=C(O)CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
C1CCC2C(C1)CCC1C3CCCC3CCC21,OC1CCC2CCC3C4CCCC4CCC3C2C1
CC1NC(=O)NC1=O,CC(NC(N)=O)C(=O)O
C[C@H](N)C(=O)O,CC(N)C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC(C)C1O
CN(C)CCC=C1c2ccccc2COc2ccccc21,C[N+](C)([O-])CC/C=C/C1C2CCCCC2COC2CCCCC21
C[C@@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2[C@H]3C(O)CC4CC(O)CC[C@@]4(C)[C@@H]3CC(O)[C@@]12C,C[C@H](CCCC(C)(O)CO)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2[C@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CNCC[C@H](Oc1cccc2c(O)c(O)ccc12)c1cccs1,CNCC[C@H](Oc1cccc2c(O)c(OC)ccc12)c1cccs1
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@@H](CO)O[C@]6(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O6)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1,CC([NH2+]C(C)(C)CO)C(=O)c1cccc(Cl)c1
CO,COS(=O)(=O)O
O=P1(N(CCCl)CCCl)NCCCO1,O=P1(NCCCl)NCCCO1
C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
Nc1nc(N)c2nc(-c3ccc(O)cc3)c(N)nc2n1,Nc1nc(N)c2nc(-c3ccc(OS(=O)(=O)O)cc3)c(N)nc2n1
CCC(C)=O,CCC(=O)CC(=O)[O-]
CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1OC)C(=O)C(CC1CCNCC1)C2
CCC=CCC=CCC=CCC=CC=CC(CCCC(=O)[O-])OO,CC/C=C\C/C=C\C/C=C\C/C=C\C=C\C(O)CCCC(=O)[O-]
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
COS(=O)OC,COS(=O)(=O)OC
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/c2cc(/C=C/C=C(C)/C=C/C3=C(C)CCCC3(C)C)cc[n+]2CCO)C(C)(C)CCC1,CC1=C(C=C/C(C)=C/C=C\C(C)=C/c2cc(/C=C/C=C(C)/C=C/C3=C(C)CCCC3(C)C)cc[n+]2CCO)C(C)(C)CCC1
CC1=C(/C=C/C(C)=C/C=C/C2(C)OC2CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)(O)C(O)CO)C(C)(C)CCC1
COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CC(=O)O)ccc2c1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)[C@H]1CCC2C3CCC4CC(=O)CC[C@]4(C)C3CC[C@@]21C
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3ccc[n+]([O-])c3)=CCC12
CC(CO)CCC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]12C,CC(C=O)CCC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]12C
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45
CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CC1=C(C)C(=O)C(C)=C(C)C1=O,Cc1c(C)c(O)c(C)c(C)c1O
O=C(OOC(=O)c1ccccc1)c1ccccc1,O=C([O-])c1ccccc1
